date,category,description,amount,merchanttype,location,timeofday,paymentmethod,month,day_of_week
2025-09-09,Grocery,Supermarket run,887.6,Offline,Delhi,Evening,UPI,9,Tuesday
2025-09-09,Shopping,Accessories,1293.08,Offline,Ahmedabad,Afternoon,NetBanking,9,Tuesday
2025-09-09,Entertainment,Streaming subscription,1232.78,Offline,Bangalore,Night,UPI,9,Tuesday
2025-09-09,Bills,Mobile recharge,1471.8,Services,Ahmedabad,Night,Cash,9,Tuesday
2025-09-09,Healthcare,Doctor visit,2354.05,Online,Delhi,Evening,NetBanking,9,Tuesday
2025-09-09,Healthcare,Doctor visit,3285.18,Services,Ahmedabad,Evening,UPI,9,Tuesday
2025-09-09,Food,Food delivery,409.37,Online,Bangalore,Afternoon,UPI,9,Tuesday
2025-09-09,Food,Food delivery,422.11,Offline,Delhi,Afternoon,Card,9,Tuesday
2025-09-09,Travel,Cab ride,3516.32,Offline,Pune,Evening,UPI,9,Tuesday
2025-09-10,Grocery,Daily essentials,444.74,Subscription,Ahmedabad,Morning,UPI,9,Wednesday
2025-09-10,Shopping,Clothing,1537.95,Subscription,Mumbai,Morning,UPI,9,Wednesday
2025-09-10,Bills,Internet bill,1222.47,Services,Pune,Morning,UPI,9,Wednesday
2025-09-10,Food,Street food,383.15,Offline,Bangalore,Evening,UPI,9,Wednesday
2025-09-10,Bills,Mobile recharge,1591.77,Offline,Delhi,Night,NetBanking,9,Wednesday
2025-09-10,Entertainment,Streaming subscription,619.97,Subscription,Ahmedabad,Evening,UPI,9,Wednesday
2025-09-11,Entertainment,Streaming subscription,1142.09,Offline,Delhi,Evening,UPI,9,Thursday
2025-09-11,Grocery,Supermarket run,709.74,Services,Pune,Evening,Card,9,Thursday
2025-09-11,Entertainment,Streaming subscription,986.67,Offline,Ahmedabad,Night,UPI,9,Thursday
2025-09-11,Grocery,Snacks,700.41,Offline,Bangalore,Morning,Card,9,Thursday
2025-09-11,Travel,Flight ticket,3646.6,Subscription,Bangalore,Night,UPI,9,Thursday
2025-09-11,Healthcare,Lab test,2775.92,Online,Mumbai,Morning,UPI,9,Thursday
2025-09-11,Travel,Flight ticket,5028.48,Services,Delhi,Night,UPI,9,Thursday
2025-09-11,Food,Street food,358.0,Offline,Delhi,Morning,NetBanking,9,Thursday
2025-09-11,Entertainment,Gaming,1188.34,Offline,Bangalore,Afternoon,UPI,9,Thursday
2025-09-11,Bills,Water bill,1245.82,Offline,Bangalore,Morning,UPI,9,Thursday
2025-09-11,Grocery,Snacks,874.21,Offline,Delhi,Afternoon,UPI,9,Thursday
2025-09-11,Healthcare,Pharmacy,2974.43,Services,Pune,Afternoon,Cash,9,Thursday
2025-09-11,Entertainment,Gaming,1167.14,Services,Mumbai,Evening,UPI,9,Thursday
2025-09-11,Entertainment,Gaming,619.47,Online,Ahmedabad,Evening,Card,9,Thursday
2025-09-11,Travel,Flight ticket,5492.09,Services,Mumbai,Evening,Cash,9,Thursday
2025-09-11,Bills,Electricity bill,1436.75,Subscription,Delhi,Morning,UPI,9,Thursday
2025-09-11,Food,Restaurant lunch,327.93,Offline,Mumbai,Night,NetBanking,9,Thursday
2025-09-12,Shopping,Electronics,1343.31,Subscription,Mumbai,Night,NetBanking,9,Friday
2025-09-12,Bills,Mobile recharge,739.73,Subscription,Delhi,Evening,Card,9,Friday
2025-09-12,Shopping,Clothing,1315.95,Offline,Pune,Afternoon,UPI,9,Friday
2025-09-12,Shopping,Electronics,1445.86,Services,Ahmedabad,Morning,UPI,9,Friday
2025-09-12,Grocery,Vegetables,426.43,Subscription,Pune,Evening,UPI,9,Friday
2025-09-13,Bills,Internet bill,1566.37,Services,Delhi,Morning,NetBanking,9,Saturday
2025-09-13,Entertainment,Movie tickets,811.28,Online,Ahmedabad,Morning,UPI,9,Saturday
2025-09-13,Bills,Electricity bill,1682.67,Services,Bangalore,Night,NetBanking,9,Saturday
2025-09-13,Travel,Train ticket,6456.19,Services,Delhi,Afternoon,UPI,9,Saturday
2025-09-13,Healthcare,Lab test,2720.88,Offline,Ahmedabad,Morning,UPI,9,Saturday
2025-09-13,Travel,Train ticket,3465.75,Subscription,Pune,Evening,NetBanking,9,Saturday
2025-09-13,Travel,Cab ride,4434.13,Offline,Pune,Evening,UPI,9,Saturday
2025-09-13,Entertainment,Gaming,910.56,Online,Bangalore,Evening,UPI,9,Saturday
2025-09-13,Shopping,Clothing,1634.08,Services,Pune,Afternoon,Card,9,Saturday
2025-09-13,Food,Restaurant lunch,476.92,Services,Bangalore,Morning,UPI,9,Saturday
2025-09-13,Bills,Water bill,1109.48,Subscription,Pune,Night,Card,9,Saturday
2025-09-13,Bills,Mobile recharge,1456.65,Services,Pune,Afternoon,Card,9,Saturday
2025-09-13,Grocery,Vegetables,571.24,Offline,Bangalore,Morning,UPI,9,Saturday
2025-09-13,Food,Food delivery,396.15,Services,Delhi,Evening,NetBanking,9,Saturday
2025-09-13,Food,Cafe coffee,331.83,Offline,Ahmedabad,Evening,NetBanking,9,Saturday
2025-09-14,Entertainment,Movie tickets,1078.84,Offline,Mumbai,Night,Cash,9,Sunday
2025-09-14,Healthcare,Dental checkup,2717.59,Subscription,Delhi,Evening,UPI,9,Sunday
2025-09-14,Entertainment,Gaming,718.89,Online,Pune,Night,UPI,9,Sunday
2025-09-14,Healthcare,Doctor visit,2097.48,Subscription,Pune,Evening,NetBanking,9,Sunday
2025-09-14,Bills,Electricity bill,1518.81,Online,Delhi,Evening,NetBanking,9,Sunday
2025-09-14,Bills,Mobile recharge,1424.82,Offline,Bangalore,Morning,UPI,9,Sunday
2025-09-14,Healthcare,Dental checkup,3080.06,Online,Bangalore,Evening,Card,9,Sunday
2025-09-14,Healthcare,Pharmacy,2431.39,Subscription,Delhi,Evening,UPI,9,Sunday
2025-09-14,Grocery,Daily essentials,704.59,Offline,Bangalore,Morning,UPI,9,Sunday
2025-09-15,Travel,Flight ticket,3829.22,Subscription,Ahmedabad,Morning,UPI,9,Monday
2025-09-15,Bills,Water bill,1303.62,Services,Pune,Morning,Card,9,Monday
2025-09-15,Entertainment,Gaming,1293.01,Offline,Mumbai,Night,NetBanking,9,Monday
2025-09-15,Entertainment,Concert,733.39,Online,Pune,Morning,UPI,9,Monday
2025-09-15,Grocery,Daily essentials,900.9,Services,Bangalore,Morning,NetBanking,9,Monday
2025-09-15,Food,Cafe coffee,419.06,Offline,Pune,Night,Cash,9,Monday
2025-09-16,Entertainment,Streaming subscription,1216.88,Online,Delhi,Evening,UPI,9,Tuesday
2025-09-16,Healthcare,Dental checkup,2602.85,Offline,Pune,Evening,NetBanking,9,Tuesday
2025-09-16,Bills,Electricity bill,1196.36,Offline,Delhi,Morning,NetBanking,9,Tuesday
2025-09-16,Shopping,Electronics,2295.18,Services,Bangalore,Evening,Card,9,Tuesday
2025-09-16,Bills,Internet bill,1064.86,Online,Pune,Afternoon,Card,9,Tuesday
2025-09-16,Entertainment,Gaming,1022.22,Online,Bangalore,Night,UPI,9,Tuesday
2025-09-16,Healthcare,Lab test,2725.45,Services,Ahmedabad,Morning,UPI,9,Tuesday
2025-09-16,Bills,Internet bill,1095.95,Services,Ahmedabad,Afternoon,Card,9,Tuesday
2025-09-16,Entertainment,Concert,796.99,Subscription,Ahmedabad,Afternoon,UPI,9,Tuesday
2025-09-16,Grocery,Vegetables,686.55,Online,Bangalore,Morning,UPI,9,Tuesday
2025-09-16,Healthcare,Dental checkup,3246.61,Services,Mumbai,Morning,Card,9,Tuesday
2025-09-17,Healthcare,Doctor visit,1851.48,Subscription,Delhi,Morning,UPI,9,Wednesday
2025-09-17,Bills,Water bill,2334.0,Services,Bangalore,Night,UPI,9,Wednesday
2025-09-17,Healthcare,Lab test,2249.14,Online,Ahmedabad,Afternoon,UPI,9,Wednesday
2025-09-17,Shopping,Home decor,2031.94,Online,Bangalore,Night,UPI,9,Wednesday
2025-09-17,Food,Cafe coffee,356.54,Online,Pune,Afternoon,NetBanking,9,Wednesday
2025-09-17,Grocery,Vegetables,671.26,Subscription,Mumbai,Night,NetBanking,9,Wednesday
2025-09-17,Entertainment,Concert,694.46,Offline,Delhi,Night,Cash,9,Wednesday
2025-09-17,Food,Restaurant lunch,378.42,Services,Pune,Afternoon,UPI,9,Wednesday
2025-09-17,Grocery,Vegetables,488.19,Offline,Pune,Morning,UPI,9,Wednesday
2025-09-17,Bills,Mobile recharge,1301.15,Offline,Ahmedabad,Night,UPI,9,Wednesday
2025-09-17,Travel,Hotel booking,7861.78,Offline,Mumbai,Night,UPI,9,Wednesday
2025-09-17,Grocery,Snacks,555.44,Subscription,Delhi,Night,UPI,9,Wednesday
2025-09-17,Healthcare,Lab test,2535.24,Online,Pune,Evening,UPI,9,Wednesday
2025-09-17,Food,Cafe coffee,522.57,Offline,Delhi,Evening,UPI,9,Wednesday
2025-09-17,Healthcare,Pharmacy,2710.91,Services,Delhi,Morning,UPI,9,Wednesday
2025-09-17,Healthcare,Lab test,3054.87,Services,Mumbai,Morning,UPI,9,Wednesday
2025-09-17,Shopping,Home decor,1461.57,Services,Pune,Evening,UPI,9,Wednesday
2025-09-18,Shopping,Accessories,1748.95,Offline,Pune,Afternoon,Cash,9,Thursday
2025-09-18,Shopping,Clothing,1477.2,Offline,Ahmedabad,Afternoon,UPI,9,Thursday
2025-09-18,Bills,Mobile recharge,1244.45,Offline,Delhi,Morning,UPI,9,Thursday
2025-09-19,Bills,Water bill,1521.67,Services,Mumbai,Morning,UPI,9,Friday
2025-09-19,Shopping,Clothing,1340.46,Offline,Pune,Morning,Cash,9,Friday
2025-09-19,Travel,Train ticket,5823.89,Services,Bangalore,Morning,NetBanking,9,Friday
2025-09-19,Bills,Electricity bill,1372.69,Offline,Mumbai,Evening,UPI,9,Friday
2025-09-19,Travel,Flight ticket,4429.25,Subscription,Bangalore,Night,Cash,9,Friday
2025-09-19,Grocery,Snacks,708.02,Online,Delhi,Night,UPI,9,Friday
2025-09-19,Travel,Hotel booking,5573.89,Services,Ahmedabad,Night,UPI,9,Friday
2025-09-19,Healthcare,Pharmacy,2662.37,Subscription,Pune,Evening,UPI,9,Friday
2025-09-19,Food,Restaurant lunch,324.74,Subscription,Ahmedabad,Evening,UPI,9,Friday
2025-09-19,Grocery,Vegetables,545.27,Subscription,Pune,Morning,UPI,9,Friday
2025-09-19,Bills,Internet bill,1392.56,Services,Mumbai,Morning,Card,9,Friday
2025-09-19,Shopping,Clothing,1960.95,Offline,Bangalore,Afternoon,Card,9,Friday
2025-09-19,Food,Restaurant lunch,379.64,Subscription,Delhi,Afternoon,NetBanking,9,Friday
2025-09-19,Grocery,Daily essentials,484.21,Subscription,Ahmedabad,Night,UPI,9,Friday
2025-09-19,Entertainment,Gaming,1196.94,Services,Mumbai,Evening,UPI,9,Friday
2025-09-20,Food,Restaurant lunch,468.09,Subscription,Ahmedabad,Night,UPI,9,Saturday
2025-09-20,Grocery,Vegetables,594.36,Online,Pune,Night,Cash,9,Saturday
2025-09-20,Healthcare,Dental checkup,2973.83,Online,Ahmedabad,Afternoon,UPI,9,Saturday
2025-09-20,Travel,Cab ride,4953.0,Services,Delhi,Night,UPI,9,Saturday
2025-09-20,Grocery,Supermarket run,698.51,Online,Bangalore,Afternoon,Cash,9,Saturday
2025-09-20,Entertainment,Concert,772.45,Subscription,Ahmedabad,Afternoon,UPI,9,Saturday
2025-09-20,Bills,Internet bill,1693.98,Online,Bangalore,Evening,UPI,9,Saturday
2025-09-20,Food,Restaurant lunch,262.8,Online,Ahmedabad,Evening,UPI,9,Saturday
2025-09-20,Healthcare,Dental checkup,2145.6,Services,Ahmedabad,Night,UPI,9,Saturday
2025-09-20,Food,Restaurant lunch,460.65,Subscription,Mumbai,Evening,UPI,9,Saturday
2025-09-21,Bills,Internet bill,1769.32,Online,Delhi,Evening,Card,9,Sunday
2025-09-21,Shopping,Clothing,1700.18,Services,Delhi,Morning,UPI,9,Sunday
2025-09-21,Travel,Train ticket,4114.83,Offline,Pune,Afternoon,UPI,9,Sunday
2025-09-21,Entertainment,Streaming subscription,685.86,Subscription,Ahmedabad,Morning,UPI,9,Sunday
2025-09-21,Shopping,Accessories,1541.06,Offline,Pune,Evening,UPI,9,Sunday
2025-09-22,Healthcare,Pharmacy,3357.21,Services,Delhi,Afternoon,UPI,9,Monday
2025-09-22,Travel,Train ticket,5782.38,Offline,Mumbai,Night,UPI,9,Monday
2025-09-22,Shopping,Electronics,1822.32,Offline,Mumbai,Evening,Card,9,Monday
2025-09-22,Shopping,Clothing,1466.14,Services,Pune,Afternoon,NetBanking,9,Monday
2025-09-22,Entertainment,Concert,813.18,Online,Mumbai,Evening,Cash,9,Monday
2025-09-22,Shopping,Clothing,1090.22,Online,Pune,Night,UPI,9,Monday
2025-09-22,Healthcare,Pharmacy,3399.91,Online,Mumbai,Afternoon,Card,9,Monday
2025-09-22,Grocery,Snacks,704.13,Services,Pune,Night,Cash,9,Monday
2025-09-22,Food,Food delivery,398.91,Offline,Delhi,Afternoon,UPI,9,Monday
2025-09-22,Travel,Hotel booking,3282.47,Online,Pune,Afternoon,Cash,9,Monday
2025-09-23,Healthcare,Pharmacy,2966.32,Offline,Delhi,Night,UPI,9,Tuesday
2025-09-23,Travel,Flight ticket,7456.2,Offline,Bangalore,Night,UPI,9,Tuesday
2025-09-23,Healthcare,Doctor visit,3074.88,Subscription,Mumbai,Evening,Card,9,Tuesday
2025-09-23,Food,Restaurant lunch,384.68,Subscription,Bangalore,Afternoon,UPI,9,Tuesday
2025-09-23,Entertainment,Movie tickets,835.18,Online,Bangalore,Afternoon,UPI,9,Tuesday
2025-09-23,Healthcare,Lab test,2799.41,Offline,Mumbai,Night,UPI,9,Tuesday
2025-09-23,Healthcare,Dental checkup,2999.09,Online,Ahmedabad,Night,NetBanking,9,Tuesday
2025-09-23,Shopping,Accessories,1477.2,Online,Ahmedabad,Morning,UPI,9,Tuesday
2025-09-23,Shopping,Electronics,1686.52,Subscription,Bangalore,Evening,UPI,9,Tuesday
2025-09-23,Shopping,Home decor,1574.79,Online,Bangalore,Evening,UPI,9,Tuesday
2025-09-23,Shopping,Electronics,1974.27,Services,Bangalore,Evening,UPI,9,Tuesday
2025-09-24,Grocery,Supermarket run,757.67,Offline,Mumbai,Morning,UPI,9,Wednesday
2025-09-24,Travel,Hotel booking,6141.99,Services,Mumbai,Evening,NetBanking,9,Wednesday
2025-09-24,Bills,Internet bill,1002.52,Subscription,Pune,Night,UPI,9,Wednesday
2025-09-24,Healthcare,Pharmacy,2903.38,Services,Delhi,Morning,UPI,9,Wednesday
2025-09-24,Healthcare,Dental checkup,3672.49,Subscription,Mumbai,Night,UPI,9,Wednesday
2025-09-24,Grocery,Snacks,577.23,Subscription,Ahmedabad,Night,NetBanking,9,Wednesday
2025-09-24,Shopping,Electronics,1376.34,Subscription,Delhi,Night,UPI,9,Wednesday
2025-09-25,Shopping,Accessories,1539.74,Online,Bangalore,Night,UPI,9,Thursday
2025-09-25,Travel,Hotel booking,4372.07,Subscription,Ahmedabad,Afternoon,NetBanking,9,Thursday
2025-09-25,Shopping,Home decor,1468.57,Subscription,Bangalore,Afternoon,UPI,9,Thursday
2025-09-25,Shopping,Clothing,1734.8,Subscription,Mumbai,Night,UPI,9,Thursday
2025-09-25,Shopping,Electronics,2068.3,Online,Mumbai,Night,UPI,9,Thursday
2025-09-25,Shopping,Electronics,1654.33,Online,Pune,Evening,UPI,9,Thursday
2025-09-25,Shopping,Home decor,1261.09,Offline,Mumbai,Evening,UPI,9,Thursday
2025-09-25,Travel,Hotel booking,5151.48,Services,Mumbai,Afternoon,UPI,9,Thursday
2025-09-25,Food,Food delivery,420.93,Online,Mumbai,Morning,NetBanking,9,Thursday
2025-09-25,Grocery,Snacks,806.32,Offline,Ahmedabad,Night,UPI,9,Thursday
2025-09-25,Bills,Internet bill,1298.03,Offline,Delhi,Evening,UPI,9,Thursday
2025-09-25,Shopping,Clothing,1864.9,Subscription,Bangalore,Night,UPI,9,Thursday
2025-09-25,Food,Restaurant lunch,350.6,Offline,Delhi,Afternoon,UPI,9,Thursday
2025-09-26,Entertainment,Gaming,784.62,Online,Mumbai,Evening,UPI,9,Friday
2025-09-26,Entertainment,Gaming,1120.93,Services,Mumbai,Night,NetBanking,9,Friday
2025-09-26,Entertainment,Movie tickets,1207.0,Online,Mumbai,Afternoon,UPI,9,Friday
2025-09-26,Travel,Train ticket,4760.36,Offline,Delhi,Night,Card,9,Friday
2025-09-26,Healthcare,Doctor visit,3777.86,Services,Bangalore,Evening,NetBanking,9,Friday
2025-09-26,Travel,Hotel booking,7239.06,Services,Delhi,Evening,UPI,9,Friday
2025-09-26,Bills,Electricity bill,1473.12,Services,Ahmedabad,Night,NetBanking,9,Friday
2025-09-26,Shopping,Home decor,1521.52,Subscription,Bangalore,Night,UPI,9,Friday
2025-09-26,Healthcare,Lab test,2095.48,Subscription,Delhi,Morning,Card,9,Friday
2025-09-26,Shopping,Home decor,2456.11,Offline,Mumbai,Afternoon,Cash,9,Friday
2025-09-26,Healthcare,Pharmacy,2806.35,Subscription,Mumbai,Night,UPI,9,Friday
2025-09-26,Shopping,Electronics,2142.73,Services,Mumbai,Night,UPI,9,Friday
2025-09-26,Shopping,Clothing,1348.9,Subscription,Pune,Morning,Card,9,Friday
2025-09-26,Bills,Internet bill,1118.99,Subscription,Pune,Night,UPI,9,Friday
2025-09-26,Food,Restaurant lunch,377.05,Offline,Mumbai,Morning,UPI,9,Friday
2025-09-27,Grocery,Vegetables,589.9,Subscription,Pune,Night,Card,9,Saturday
2025-09-27,Entertainment,Concert,886.19,Services,Pune,Night,NetBanking,9,Saturday
2025-09-27,Entertainment,Streaming subscription,1070.99,Services,Mumbai,Afternoon,Cash,9,Saturday
2025-09-27,Food,Restaurant lunch,482.78,Subscription,Mumbai,Evening,UPI,9,Saturday
2025-09-27,Shopping,Home decor,1632.66,Subscription,Mumbai,Evening,UPI,9,Saturday
2025-09-27,Shopping,Home decor,1497.85,Offline,Ahmedabad,Night,NetBanking,9,Saturday
2025-09-27,Healthcare,Lab test,2198.99,Subscription,Ahmedabad,Evening,UPI,9,Saturday
2025-09-27,Bills,Electricity bill,1727.79,Services,Bangalore,Night,UPI,9,Saturday
2025-09-27,Food,Food delivery,434.12,Online,Delhi,Night,NetBanking,9,Saturday
2025-09-27,Grocery,Supermarket run,450.24,Online,Pune,Morning,UPI,9,Saturday
2025-09-27,Grocery,Vegetables,662.03,Online,Delhi,Evening,UPI,9,Saturday
2025-09-27,Bills,Mobile recharge,779.3,Subscription,Bangalore,Morning,UPI,9,Saturday
2025-09-28,Healthcare,Doctor visit,1947.18,Online,Ahmedabad,Afternoon,NetBanking,9,Sunday
2025-09-28,Bills,Mobile recharge,1493.52,Online,Delhi,Morning,UPI,9,Sunday
2025-09-28,Bills,Electricity bill,1147.27,Offline,Bangalore,Morning,UPI,9,Sunday
2025-09-28,Entertainment,Streaming subscription,873.44,Online,Bangalore,Morning,NetBanking,9,Sunday
2025-09-28,Food,Street food,557.32,Offline,Ahmedabad,Afternoon,UPI,9,Sunday
2025-09-28,Healthcare,Dental checkup,2941.65,Offline,Mumbai,Morning,Cash,9,Sunday
2025-09-28,Shopping,Home decor,1756.09,Offline,Mumbai,Night,UPI,9,Sunday
2025-09-28,Entertainment,Movie tickets,1223.63,Online,Mumbai,Night,UPI,9,Sunday
2025-09-28,Grocery,Vegetables,721.6,Online,Delhi,Evening,Card,9,Sunday
2025-09-28,Grocery,Supermarket run,779.72,Online,Pune,Afternoon,UPI,9,Sunday
2025-09-28,Shopping,Accessories,2239.44,Offline,Delhi,Night,NetBanking,9,Sunday
2025-09-28,Bills,Water bill,1115.76,Offline,Pune,Evening,NetBanking,9,Sunday
2025-09-28,Grocery,Daily essentials,455.02,Subscription,Ahmedabad,Morning,Card,9,Sunday
2025-09-28,Grocery,Supermarket run,562.62,Online,Ahmedabad,Morning,Cash,9,Sunday
2025-09-28,Travel,Train ticket,4612.82,Subscription,Delhi,Night,UPI,9,Sunday
2025-09-28,Shopping,Home decor,2209.72,Offline,Mumbai,Night,UPI,9,Sunday
2025-09-28,Grocery,Snacks,515.15,Online,Delhi,Morning,UPI,9,Sunday
2025-09-29,Bills,Mobile recharge,1655.16,Services,Delhi,Afternoon,NetBanking,9,Monday
2025-09-29,Travel,Hotel booking,4974.88,Offline,Bangalore,Afternoon,Card,9,Monday
2025-09-29,Healthcare,Doctor visit,2735.14,Offline,Bangalore,Morning,UPI,9,Monday
2025-09-29,Bills,Electricity bill,1202.29,Services,Pune,Afternoon,UPI,9,Monday
2025-09-29,Food,Restaurant lunch,506.55,Offline,Bangalore,Evening,UPI,9,Monday
2025-09-29,Healthcare,Doctor visit,2561.29,Subscription,Ahmedabad,Evening,Cash,9,Monday
2025-09-29,Travel,Hotel booking,5656.95,Services,Pune,Night,UPI,9,Monday
2025-09-29,Healthcare,Dental checkup,3454.2,Services,Delhi,Afternoon,UPI,9,Monday
2025-09-29,Grocery,Vegetables,813.43,Services,Mumbai,Morning,UPI,9,Monday
2025-09-29,Bills,Internet bill,1568.39,Subscription,Mumbai,Night,Cash,9,Monday
2025-09-29,Healthcare,Doctor visit,2747.22,Services,Pune,Afternoon,UPI,9,Monday
2025-09-29,Food,Restaurant lunch,391.6,Services,Mumbai,Afternoon,UPI,9,Monday
2025-09-29,Travel,Cab ride,4950.69,Online,Bangalore,Morning,UPI,9,Monday
2025-09-30,Entertainment,Concert,913.29,Services,Bangalore,Afternoon,NetBanking,9,Tuesday
2025-09-30,Food,Restaurant lunch,480.62,Offline,Mumbai,Night,UPI,9,Tuesday
2025-09-30,Food,Restaurant lunch,480.52,Services,Bangalore,Morning,NetBanking,9,Tuesday
2025-09-30,Shopping,Accessories,1157.73,Offline,Pune,Morning,UPI,9,Tuesday
2025-09-30,Healthcare,Dental checkup,2863.93,Online,Bangalore,Afternoon,UPI,9,Tuesday
2025-09-30,Food,Restaurant lunch,485.12,Services,Pune,Afternoon,UPI,9,Tuesday
2025-09-30,Healthcare,Doctor visit,2488.54,Subscription,Pune,Night,UPI,9,Tuesday
2025-09-30,Food,Cafe coffee,424.05,Offline,Bangalore,Evening,NetBanking,9,Tuesday
2025-10-01,Shopping,Clothing,1372.95,Services,Pune,Afternoon,UPI,10,Wednesday
2025-10-01,Healthcare,Lab test,2554.48,Subscription,Bangalore,Afternoon,UPI,10,Wednesday
2025-10-01,Bills,Electricity bill,1090.82,Online,Bangalore,Night,UPI,10,Wednesday
2025-10-01,Healthcare,Lab test,3778.57,Services,Mumbai,Evening,Card,10,Wednesday
2025-10-01,Shopping,Home decor,1597.97,Offline,Bangalore,Afternoon,NetBanking,10,Wednesday
2025-10-01,Shopping,Accessories,1647.07,Services,Delhi,Afternoon,UPI,10,Wednesday
2025-10-01,Healthcare,Doctor visit,3676.93,Services,Delhi,Night,Card,10,Wednesday
2025-10-01,Food,Restaurant lunch,348.59,Online,Ahmedabad,Afternoon,UPI,10,Wednesday
2025-10-01,Grocery,Daily essentials,917.82,Offline,Mumbai,Afternoon,UPI,10,Wednesday
2025-10-01,Entertainment,Concert,729.97,Offline,Ahmedabad,Afternoon,Cash,10,Wednesday
2025-10-01,Bills,Mobile recharge,1760.07,Offline,Bangalore,Night,Card,10,Wednesday
2025-10-01,Food,Cafe coffee,347.08,Services,Ahmedabad,Night,UPI,10,Wednesday
2025-10-01,Shopping,Clothing,1669.5,Online,Ahmedabad,Evening,UPI,10,Wednesday
2025-10-01,Healthcare,Doctor visit,3189.42,Services,Mumbai,Night,UPI,10,Wednesday
2025-10-01,Entertainment,Gaming,1039.6,Offline,Mumbai,Afternoon,UPI,10,Wednesday
2025-10-01,Food,Food delivery,520.05,Online,Mumbai,Evening,UPI,10,Wednesday
2025-10-02,Food,Street food,491.62,Online,Delhi,Night,UPI,10,Thursday
2025-10-02,Healthcare,Dental checkup,3587.38,Services,Delhi,Morning,UPI,10,Thursday
2025-10-02,Travel,Hotel booking,5191.73,Online,Bangalore,Afternoon,UPI,10,Thursday
2025-10-02,Food,Street food,358.92,Offline,Bangalore,Afternoon,UPI,10,Thursday
2025-10-02,Grocery,Snacks,875.32,Offline,Mumbai,Evening,UPI,10,Thursday
2025-10-02,Entertainment,Movie tickets,1338.82,Services,Delhi,Evening,NetBanking,10,Thursday
2025-10-02,Healthcare,Doctor visit,1813.28,Offline,Pune,Afternoon,NetBanking,10,Thursday
2025-10-03,Shopping,Home decor,1775.61,Online,Delhi,Night,UPI,10,Friday
2025-10-03,Healthcare,Dental checkup,3714.3,Offline,Bangalore,Afternoon,UPI,10,Friday
2025-10-03,Food,Cafe coffee,317.72,Subscription,Pune,Night,UPI,10,Friday
2025-10-03,Shopping,Electronics,1549.89,Online,Pune,Evening,Card,10,Friday
2025-10-03,Grocery,Vegetables,394.44,Offline,Ahmedabad,Evening,Card,10,Friday
2025-10-03,Entertainment,Movie tickets,1113.47,Offline,Delhi,Evening,UPI,10,Friday
2025-10-03,Travel,Train ticket,5403.82,Online,Bangalore,Evening,Card,10,Friday
2025-10-03,Food,Cafe coffee,347.85,Subscription,Mumbai,Night,UPI,10,Friday
2025-10-03,Healthcare,Lab test,2867.33,Subscription,Mumbai,Morning,UPI,10,Friday
2025-10-03,Healthcare,Dental checkup,2329.77,Online,Ahmedabad,Night,UPI,10,Friday
2025-10-04,Healthcare,Lab test,2611.99,Online,Pune,Evening,NetBanking,10,Saturday
2025-10-04,Grocery,Daily essentials,832.15,Online,Bangalore,Night,Cash,10,Saturday
2025-10-04,Food,Food delivery,436.48,Subscription,Delhi,Morning,Cash,10,Saturday
2025-10-04,Travel,Flight ticket,4999.47,Services,Delhi,Morning,UPI,10,Saturday
2025-10-04,Travel,Train ticket,3455.96,Subscription,Ahmedabad,Evening,NetBanking,10,Saturday
2025-10-04,Entertainment,Movie tickets,897.24,Subscription,Bangalore,Morning,UPI,10,Saturday
2025-10-04,Travel,Train ticket,6993.84,Services,Delhi,Evening,UPI,10,Saturday
2025-10-04,Shopping,Home decor,1546.89,Subscription,Pune,Night,Card,10,Saturday
2025-10-04,Travel,Flight ticket,5619.36,Subscription,Delhi,Morning,UPI,10,Saturday
2025-10-04,Entertainment,Concert,789.01,Offline,Delhi,Morning,UPI,10,Saturday
2025-10-04,Healthcare,Pharmacy,3104.18,Offline,Bangalore,Evening,UPI,10,Saturday
2025-10-05,Food,Cafe coffee,492.76,Online,Delhi,Night,UPI,10,Sunday
2025-10-05,Travel,Flight ticket,4730.13,Offline,Bangalore,Night,Cash,10,Sunday
2025-10-05,Shopping,Accessories,1557.85,Online,Ahmedabad,Afternoon,Card,10,Sunday
2025-10-05,Travel,Flight ticket,4762.5,Services,Delhi,Evening,UPI,10,Sunday
2025-10-05,Food,Cafe coffee,377.77,Subscription,Delhi,Evening,UPI,10,Sunday
2025-10-05,Healthcare,Doctor visit,2790.46,Subscription,Mumbai,Morning,NetBanking,10,Sunday
2025-10-05,Travel,Flight ticket,4631.76,Subscription,Delhi,Evening,UPI,10,Sunday
2025-10-05,Shopping,Accessories,1214.21,Subscription,Pune,Morning,UPI,10,Sunday
2025-10-05,Entertainment,Gaming,1142.18,Subscription,Mumbai,Night,NetBanking,10,Sunday
2025-10-05,Shopping,Electronics,1887.17,Online,Delhi,Morning,Card,10,Sunday
2025-10-05,Bills,Water bill,1934.88,Services,Mumbai,Morning,UPI,10,Sunday
2025-10-05,Food,Cafe coffee,449.87,Offline,Mumbai,Night,UPI,10,Sunday
2025-10-05,Entertainment,Concert,1220.35,Subscription,Delhi,Evening,Cash,10,Sunday
2025-10-05,Healthcare,Dental checkup,2359.49,Subscription,Ahmedabad,Afternoon,UPI,10,Sunday
2025-10-06,Healthcare,Lab test,2057.91,Services,Ahmedabad,Evening,NetBanking,10,Monday
